Title,Time,Giá ,Diện tích ,Địa chỉ tài sản,Mã tin,Loại tin,Loại BDS,Chiều ngang,Chiều dài,Hướng,Đường trước nhà,Pháp lý,Số lầu,Số phòng ngủ
CHÍNH CHỦ BÁN NHÀ CẦU DIỄN 35M2. 5 TẦNG. CHỈ 2.5 TỶ, 29/12/2021, 2.5 tỷ , 34 m2, Đường Cầu Diễn. Phường Cầu Diễn. Quận Nam Từ Liêm. Hà Nội,9426898,Cần bán,Nhà trong hẻm,---,---,_,3m,---,5,4
BÁN NHÀ NGỌC THỤY. LONG BIÊN. 65M. 5 TẦNG. GIÁ 4.3 TỶ. Ô TÔ. GẦN TRƯỜNG PHÁP, Hôm nay, 4.3 tỷ , 65 m2, 68 Đường Ngọc Thụy. Phường Ngọc Thụy. Quận Long Biên. Hà Nội,9815117,Cần bán,Nhà trong hẻm,5m,13m,_,4m,---,5,3
Kinh Doanh Đỉnh. 8 Tầng Thang Máy. Mặt Phố Võng Thị. Tây Hồ. 99M MT5.5 27.5 Tỷ., Hôm nay, 27.5 tỷ , 99 m2, Hà Nội Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,9802660,Cần bán,Nhà mặt tiền,5.5m,18m,_,8m,Sổ hồng/ Sổ đỏ,8,15
Cần Bán Biệt Thự Liền Kề. Lý Sơn. Thượng Thanh 76M Mặt Tiền 5m 5T.  11.5Tỷ., Hôm nay, 11.5 tỷ , 76 m2, Hà Nội Đường Lý Sơn. Phường Thượng Thanh. Quận Long Biên. Hà Nội,9815976,Cần bán,Nhà mặt tiền,5m,15m,_,10m,Sổ hồng/ Sổ đỏ,5,6
BÁN NHÀ PHỐ KIM MÃ- LÔ GÓC- TẦM TIỀN HIẾM- ĐẸP LONG LANH ĐÓN TẾT 40m 3.75 Tỷ, Hôm nay, 3.75 tỷ , 40 m2, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,9816986,Cần bán,Nhà trong hẻm,5m,---,_,2.2m,Sổ hồng/ Sổ đỏ,5,4
Bán Nhà Đẹp Kim Mã - TT Ba Đình - Lô Góc 2 Mặt Thoáng - Ngõ Nông Gần Phố - DT38m.4T.Giá3.8, Hôm nay, 3.85 tỷ / m2  , 38 m2, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,9816956,Cần bán,Nhà trong hẻm,4.5m,---,_,2.5m,---,4,4
BÁN NHÀ MẶT PHỐ PHAN KẾ BÍNH -PHỐ TÂY - MẶT TIỀN KHỦNG –KINH DOANH ĐỈNH 88m 22.8 Tỷ, Hôm nay, 22.8 tỷ , 88 m2, Phố Phan Kế Bính. Phường Cống Vị. Quận Ba Đình. Hà Nội,9816932,Cần bán,Nhà mặt tiền,5.5m,---,_,20m,Sổ hồng/ Sổ đỏ,5,4
BÁN NHÀ PHỐ NGUYỄN KHÁNH TOÀN . MẶT NGÕ . KINH DOANH SẦM UẤT. 60m2 x 6T . GIÁ 7.8 TỶ, Hôm nay, 7.8 tỷ , 60 m2, Đường Nguyễn Khánh Toàn. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,9813040,Cần bán,Nhà trong hẻm,4.1m,---,_,2.5m,Sổ hồng/ Sổ đỏ,6,8
TÒA VĂN PHÒNG LÔ GÓC QUÁ ĐẸP NGAY GẦN NẶT ĐƯỜNG TRUNG KÍNH 80m 7 tầng MT:15m GIÁ 23.9 TỶ, Hôm nay, 23.9 tỷ , 80 m2, Phố Trung Kính. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,9555180,Cần bán,Nhà mặt tiền,24m,---,_,10m,Sổ hồng/ Sổ đỏ,7,7
KHU PHÂN LÔ Ô TÔ TRÁNH NGỤY NHƯ KON TUM 52m 4 tầng .  Mt:4.5m GÍA QUÁ RẺ 10 TỶ, Hôm nay, 9.7 tỷ , 52 m2, Phố Ngụy Như Kon Tum. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,9685414,Cần bán,Nhà trong hẻm,4.5m,---,_,10m,Sổ hồng/ Sổ đỏ,4,5
Siêu Rẻ-Thượng Thanh-Ôtô 4 chỗ vào nhà. 54m2 x 5 Tầng x Mặt tiền 5.6m. Giá 4.1 Tỷ, Hôm nay, 4.1 tỷ , 54 m2, Đường Thượng Thanh. Phường Thượng Thanh. Quận Long Biên. Hà Nội,8669597,Cần bán,Nhà trong hẻm,5.6m,12m,_,3m,Sổ hồng/ Sổ đỏ,5,6
Nhà đẹp. ngõ thông. bán nhà Quan Nhân. Thanh Xuân. DT 36m. 5T. Chỉ 3 tỷ., Hôm qua, 4.2 tỷ , 36 m2, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,9803517,Cần bán,Nhà trong hẻm,---,---,_,3m,Sổ hồng/ Sổ đỏ,5,3
Minh Khai nhà đẹp ở ngay Ô TÔ gần 32mx 5 tầng ngõ ba gác chỉ 3.25 tỉ., Hôm qua, 3.25 tỷ , 32 m2, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,9813788,Cần bán,Nhà trong hẻm,---,---,_,2.5m,---,5,3
2022 bán Biệt thự vườn bể bơi 500m2 mặt phố cạnh Sun group Quảng An. Quảng Bá. Tây Hồ, Hôm qua, 250 tỷ , 500 m2, Đường Quảng Bá. Phường Quảng An. Quận Tây Hồ. Hà Nội,9806202,Cần bán,Nhà mặt tiền,---,---,_,50m,Sổ hồng/ Sổ đỏ,3,5
Bán nhà Định Công Thượng. vào ở luôn. 28m2 5 tầng đẹp 2 thoáng giá 2.93 tỷ, Hôm qua, 2.93 tỷ , 28 m2, Đường Định Công Thượng. Phường Định Công. Quận Hoàng Mai. Hà Nội,9101369,Cần bán,Nhà trong hẻm,4m,7m,Tây Nam,6m,Sổ hồng/ Sổ đỏ,5,4
Bán nhà mặt phố Nguyễn Chánh. mặt tiền rộng. kinh doanh siêu tốt. vỉa hè ô tô dừng tránh., Hôm qua, 21 tỷ , 47 m2, Đường Nguyễn Chánh. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,9815601,Cần bán,Nhà mặt tiền,5m,---,_,6m,Sổ hồng/ Sổ đỏ,6,4
Bán nhà phố Minh Khai. mới kính coong. an cư. nội thất xịn. 20m ra mặt phố., Hôm qua, 4.5 tỷ , 25 m2, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,9813269,Cần bán,Nhà trong hẻm,3.2m,---,_,3m,Sổ hồng/ Sổ đỏ,5,3
PHỐ MINH KHAI - PHÂN LÔ - GARA Ô TÔ - DT 55M2 x 5T. MT 4.5M .GIÁ CHÀO 7 TỶ 1  TRĂM, Hôm qua, 7.1 tỷ , 55 m2, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,9816600,Cần bán,Nhà mặt tiền,---,---,_,5m,Sổ hồng/ Sổ đỏ,5,4
Cực ngon. cực hiếm. nhà mặt phố cổ. kinh doanh ngày đêm. Mã Mây. Đào Duy Từ. 30m2 15.3 tỷ, Hôm qua, 15.3 tỷ , 30 m2, Phố Mã Mây. Phường Hàng Buồm. Quận Hoàn Kiếm. Hà Nội,9804432,Cần bán,Nhà mặt tiền,4.2m,---,_,20m,Sổ hồng/ Sổ đỏ,3,2
Hàng hiếm. bán nhà mặt phố Lạc Long Quân 155m2. 8m mặt tiền. 48 tỷ. vỉa hè. kinh doanh., Hôm qua, 48 tỷ , 155 m2, Đường Lạc Long Quân. Phường Nhật Tân. Quận Tây Hồ. Hà Nội,9792647,Cần bán,Nhà mặt tiền,8m,---,_,50m,Sổ hồng/ Sổ đỏ,6,4
Hàng hiếm phố cổ. bán toà Homestay. Airbnb. Hàng Bông. Hàng Gai. 58m2 6 tầng. 12.5 tỷ., Hôm qua, 12.5 tỷ , 58 m2, Phố Hàng Gai. Phường Hàng Bông. Quận Hoàn Kiếm. Hà Nội,9801340,Cần bán,Nhà trong hẻm,5m,---,_,2m,Sổ hồng/ Sổ đỏ,6,11
BÁN NHÀ TÂN MAI. NGÕ THÔNG. KINH DOANH NHỎ. ĐẦY ĐỦ TIỆN ÍCH.., Hôm qua, 2.9 tỷ , 34 m2, Phố Tân Mai. Phường Tân Mai. Quận Hoàng Mai. Hà Nội,9812231,Cần bán,Nhà trong hẻm,---,---,_,2m,Sổ hồng/ Sổ đỏ,3,3
NHÀ ĐẸP  ĐỐI  DIỆN TIME CITY CHƯA ĐẾN 5 TỶ 43M, Hôm qua, 4.8 tỷ , 43 m2, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,9813627,Cần bán,Nhà trong hẻm,---,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
Cần bán nhà phố Vũ Tông Phan. Ngã Tư Sở 46m2. 5 tầng chỉ 3.85 tỷ., Hôm qua, 385 triệu , 46 m2, Phố Vũ Tông Phan. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,9815164,Cần bán,Nhà trong hẻm,4.2m,---,_,4m,Sổ hồng/ Sổ đỏ,5,4
Chính chủ! Cần bán nhà Khương Hạ. Thanh Xuân 45m2. 5 tầng chỉ hơn 3 tỷ., Hôm qua, 3.85 tỷ , 45 m2, Phố Khương Hạ. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,9815261,Cần bán,Nhà trong hẻm,4.2m,---,_,3m,Sổ hồng/ Sổ đỏ,5,4
Kim Giang! Không có căn thứ 2. 25m2 xây 4 tầng chỉ 1.6 tỷ ở ngay sổ đỏ vuông đét ngõ thông, Hôm qua, 1.6 tỷ , 23 m2, Đường Kim Giang. Phường Kim Giang. Quận Thanh Xuân. Hà Nội,9816404,Cần bán,Nhà trong hẻm,3.6m,---,_,3m,Sổ hồng/ Sổ đỏ,4,2
MẶT PHỐ PHÚC LỢI. LONG BIÊN. DOANH THU 200TR/THÁNG. VIEW CÔNG VIÊN. MẶT TIỀN 13M. ỐP KÍNH, Hôm qua, 40 tỷ , 280 m2, Đường Phúc Lợi. Phường Giang Biên. Quận Long Biên. Hà Nội,9614945,Cần bán,Nhà mặt tiền,13m,---,_,20m,Sổ hồng/ Sổ đỏ,7,6
Bán nhà phố Hoàng Ngân.Cầu Giấy.120M2 xây 7 tầng.thang máy.gồm 23PKK.Doanh thu 120tr/tháng, Hôm qua, 15.8 tỷ , 120 m2, Phố Hoàng Ngân. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9440100,Cần bán,Nhà trong hẻm,5m,24m,_,3m,Sổ hồng/ Sổ đỏ,7,23
NHÀ PHỐ CỔ CHỢ HÔM. 48M2 5 TẦNG 5.68 TỶ, Hôm qua, 5.68 tỷ , 48 m2, Phố Trần Xuân Soạn. Phường Ngô Thì Nhậm. Quận Hai Bà Trưng. Hà Nội,9805761,Cần bán,Nhà mặt tiền,3.5m,---,_,7m,Sổ hồng/ Sổ đỏ,5,4
🏚 NHÀ ĐẸP KIM MÃ 38 M x 4 TẦNG - GẦN PHỐ - SỔ ĐẸP - VỀ Ở LUÔN - CHỈ HƠN 3 TỶ., Hôm qua, 3.8 tỷ , 38 m2, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,9814987,Cần bán,Nhà trong hẻm,---,---,_,3m,Sổ hồng/ Sổ đỏ,4,4
💥💥NHÀ ĐẸP HÀO NAM 54M x 3 TẦNG - NGÕ RỘNG - GẦN PHỐ - GIÁ 4.35 TỶ., Hôm qua, 4.35 tỷ , 54 m2, Phố Hào Nam. Phường Cát Linh. Quận Đống Đa. Hà Nội,9554607,Cần bán,Nhà trong hẻm,---,---,_,3.5m,---,3,3
HOT BÁN NHÀ ĐÓN TẾT ĐẸP. VỊ TRÍ NẰM CẠNH KHU ĐÔ THỊ LINH ĐÀM. DT 38M2 x 5 TẦNG. GIÁ 3.3 TỶ, Hôm qua, 3.3 tỷ , 38 m2, Phố Bằng A. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,9604907,Cần bán,Nhà trong hẻm,---,---,_,2.5m,---,5,4
Cần Bán Nhà Ngõ 75 Vĩnh Phúc. 3 bước ra Phố. 62m2. 4T. Lô Góc - Nhỉnh 5 Tỷ, Hôm qua, 5.25 tỷ , 62 m2, Phố Vĩnh Phúc. Phường Vĩnh Phúc. Quận Ba Đình. Hà Nội,9774697,Cần bán,Nhà trong hẻm,5m,---,_,3.5m,---,4,4
Bán nhà Hoàng Hoa Thám. Ô TÔ QUA NHÀ. Sổ đỏ 42m2. MT 4.5m Chỉ 4.6 Tỷ, Hôm qua, 4.6 tỷ , 42 m2, Đường Hoàng Hoa Thám. Phường Ngọc Hà. Quận Ba Đình. Hà Nội,9810061,Cần bán,Nhà trong hẻm,4.5m,---,_,4m,---,5,4
bán nhà Sổ đỏ chính chủ(5Tầng.36m2)lô góc 2mặt thoáng Vạn Phúc-HĐ. Ô tô đỗ. Giá 3tỷ3, Hôm qua, 3.3 tỷ , 36 m2, Đường Vạn Phúc. Phường La Khê. Quận Hà Đông. Hà Nội,5355367,Cần bán,Nhà mặt tiền,3.5m,---,Tây Bắc,3m,Sổ hồng/ Sổ đỏ,5,4
Bán nhà riêng CCMN cho thuê trọ cạnh ĐHHN-Thanh Xuân(100m2) KD hốt bạc(2.2tỷ/năm) giá 21tỷ, Hôm qua, 21 tỷ , 90 m2, Đường Nguyễn Xiển. Phường Thanh Xuân Nam. Quận Thanh Xuân. Hà Nội,5529791,Cần bán,Nhà mặt tiền,7m,---,Đông Nam,6m,Sổ hồng/ Sổ đỏ,7,40
Bán CCMN Homestay Văn Quán-Hà Đông.DT 150m2.Gồm 52p.Gara ô tô.Doanh Thu 3tỷ/năm.Giá 24tỷ, Hôm qua, 24 tỷ , 150 m2, Đường Phùng Hưng. Phường Phúc La. Quận Hà Đông. Hà Nội,7251849,Cần bán,Nhà mặt tiền,11m,---,Đông Nam,6m,Sổ hồng/ Sổ đỏ,8,52
Bán nhà riêng CCMN cho thuê trọ cạnh ĐHHN-Thanh Xuân(100m2) KD hốt bạc(2.2tỷ/năm) giá 21tỷ, Hôm qua, 21 tỷ , 90 m2, Đường Nguyễn Xiển. Phường Thanh Xuân Nam. Quận Thanh Xuân. Hà Nội,5529791,Cần bán,Nhà mặt tiền,7m,---,Đông Nam,6m,Sổ hồng/ Sổ đỏ,7,40
Bán CCMN Homestay Văn Quán-Hà Đông.DT 150m2.Gồm 52p.Gara ô tô.Doanh Thu 3tỷ/năm.Giá 24tỷ, Hôm qua, 24 tỷ , 150 m2, Đường Phùng Hưng. Phường Phúc La. Quận Hà Đông. Hà Nội,7251849,Cần bán,Nhà mặt tiền,11m,---,Đông Nam,6m,Sổ hồng/ Sổ đỏ,8,52
Chính chủ bán nhà riêng Biệt Thự lô góc 3mặt thoáng 126m2 đối diện Metro Hà Đông.Giá 19tỷ, Hôm qua, 19 tỷ , 126 m2, Phố Quang Trung. Phường Hàng Bạc. Quận Hoàn Kiếm. Hà Nội,9506580,Cần bán,Nhà mặt tiền,8m,---,Tây,20m,Sổ hồng/ Sổ đỏ,4,6
Chính chủ bán nhà riêng 5Tầng LK La Khê-Đối diện KĐT Park City.DT 50m2.MT 5m.Giá 8Tỷ5, Hôm qua, 8.5 tỷ , 50 m2, Đường Lê Trọng Tấn. Phường La Khê. Quận Hà Đông. Hà Nội,9637739,Cần bán,Nhà mặt tiền,5m,12m,Tây Bắc,15m,Sổ hồng/ Sổ đỏ,5,4
Cần bán nhà riêng tự xây Văn Quán-Trần Phú-HĐ. Giá 3tỷ2. Để lại hết nội thất.Ô tô đỗ gần, Hôm qua, 3.2 tỷ , 36 m2, Đường 19 tháng 5. Phường Văn Quán. Quận Hà Đông. Hà Nội,5398855,Cần bán,Nhà trong hẻm,3.5m,---,Tây Nam,2.5m,Sổ hồng/ Sổ đỏ,4,4
Cần bán nhà riêng phố Đa Sỹ.Kiến Hưng.Hà Đông.Ngõ thông KD sầm uất. Ô tô đỗ. 2tỷ7, Hôm qua, 2.7 tỷ , 35 m2, Đường Đa Sĩ. Phường Kiến Hưng. Quận Hà Đông. Hà Nội,5677487,Cần bán,Nhà trong hẻm,5m,---,Tây Bắc,4m,Sổ hồng/ Sổ đỏ,5,4
Cần bán nhà Lô góc Phan Đình Giót-LTT-HĐ-Đối diện Nhà Văn Hóa.KD cực tốt.Ô tô đỗ. 2tỷ95, Hôm qua, 2.95 tỷ , 36 m2, Đường Lê Trọng Tấn. Phường Quang Trung. Quận Hà Đông. Hà Nội,6399438,Cần bán,Nhà trong hẻm,5m,---,Tây Nam,3.5m,Sổ hồng/ Sổ đỏ,4,3
Cần bán nhà 5tầng-2mặt thoáng Phùng Hưng-HĐ(Đối diện UBND P.Phúc La.Ôtô đỗ gần. Giá 2tỷ82, Hôm qua, 2.82 tỷ , 36 m2, Đường Trần Phú. Phường Phúc La. Quận Hà Đông. Hà Nội,6871303,Cần bán,Nhà trong hẻm,3.5m,---,Đông Nam,2.8m,Sổ hồng/ Sổ đỏ,5,4
Bán nhà 45m2 ô tô vào nhà Xa La. Hà Đông.Đối diện Viện 103 và KĐT Xa La. 2mặt thoáng. 4tỷ7, Hôm qua, 4.7 tỷ , 45 m2, Phố Xa La. Phường Phúc La. Quận Hà Đông. Hà Nội,6871324,Cần bán,Nhà trong hẻm,4m,---,Tây Bắc,4m,Sổ hồng/ Sổ đỏ,4,4
Bán Gấp Nhà Ngõ 279 Đội Cấn. BĐ 42m  5T  Giá 5 Tỷ - Lô Góc. Ô Tô . Kinh Doanh, Hôm qua, 5 tỷ , 42 m2, Đường Hoàng Hoa Thám. Phường Ngọc Hà. Quận Ba Đình. Hà Nội,9815915,Cần bán,Nhà trong hẻm,4.2m,---,_,4m,---,5,3
Chỉ 1.45 tỷ! Nhà mới ở ngay phố Ô Chợ Dừa! 15m2 x 2 phòng ngủ! Tặng nội thất mới!, Hôm qua, 1.45 tỷ , 15 m2, Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9815713,Cần bán,Nhà trong hẻm,---,---,_,2m,Sổ hồng/ Sổ đỏ,4,2
Bán Nhà Mặt Phố Xuân Đỉnh. Lô Góc. Tiềm Năng. 140m mt6 28 tỷ., Hôm qua, 28 tỷ , 140 m2, Hà Nội Đường Xuân Đỉnh. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,9554266,Cần bán,Nhà mặt tiền,6m,24m,_,12m,Sổ hồng/ Sổ đỏ,1,2
Bán nhà 1150 Láng - Kinh doanh - Hai mặt Thoáng., Hôm qua, 5.2 tỷ , 40 m2, Đường Láng. Phường Láng Thượng. Quận Đống Đa. Hà Nội,9815637,Cần bán,Nhà trong hẻm,---,---,_,3.5m,---,4,3
Siêu Phẩm Lô Góc Lạc Long Quân - 6 Tầng - 82m2 - Ô Tô Vào Tận Cửa., Hôm qua, 7.8 tỷ , 82 m2, Đường Lạc Long Quân. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,9815530,Cần bán,Nhà trong hẻm,---,---,Tây,6m,Sổ hồng/ Sổ đỏ,6,5
Nhà Siêu VIP Lạc Long Quân - Tây Hồ - 10m ra Ô Tô - 50M ra Hồ Tây., Hôm qua, 6.3 tỷ , 44 m2, Đường Lạc Long Quân. Phường Nhật Tân. Quận Tây Hồ. Hà Nội,9815488,Cần bán,Nhà trong hẻm,4m,11m,Tây,3m,Sổ hồng/ Sổ đỏ,5,4
Bán nhà phố Lĩnh Nam. Vĩnh Hưng. 45m2 x 6 tầng . Giá: 6.1 tỷ., Hôm qua, 6.1 tỷ , 45 m2, Đường Lĩnh Nam. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,9815479,Cần bán,Nhà mặt tiền,---,---,_,6m,Sổ hồng/ Sổ đỏ,6,4
TRUNG HÒA. TÒA VĂN PHÒNG 100M2 x 7 TẦNG THANG MÁY. PHÂN LÔ. Ô TÔ TRÁNH. CHỈ 26 TỶ, Hôm qua, 26 tỷ , 100 m2, Đường Trung Hòa. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9510178,Cần bán,Nhà mặt tiền,6m,---,_,10m,Sổ hồng/ Sổ đỏ,7,9
BĐS DÒNG TIỀN 7 TẦNG THANG MÁY - DOANH THU 70TR/16 PHÒNG/THÁNG NGÕ THÔNG OTO ĐỖ CỬA !!!, Hôm qua, 13.3 tỷ , 80 m2, Phố Trung Kính. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9815420,Cần bán,Nhà trong hẻm,5.61m,14.43m,Tây,3m,Sổ hồng/ Sổ đỏ,7,16
Bán Nhà Mặt Ngõ Phố Lê Thanh Nghị. Hai Bà Trưng 51m2x5T. THANG MÁY. Giá 7.5 tỷ, Hôm qua, 7.5 tỷ , 51 m2, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,9807614,Cần bán,Nhà trong hẻm,---,---,_,3m,Sổ hồng/ Sổ đỏ,5,6
Bán Nhà Đền Lừ - Phân Lô- Gara Oto- Đường Oto Tránh - DT 60M. 6 Tầng.Thang Máy.  12.7 Tỷ, Hôm qua, 12.7 tỷ , 60 m2, Đường Đền Lừ. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9815346,Cần bán,Nhà trong hẻm,---,---,_,6m,Sổ hồng/ Sổ đỏ,6,6
Bán nhà đẹp đón Tết – Quan Nhân – Thanh Xuân -49m2 - 3 Tầng - 4.8 Tỷ, Hôm qua, 4.8 tỷ , 49 m2, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,9815332,Cần bán,Nhà trong hẻm,---,---,Tây Bắc,3m,Sổ hồng/ Sổ đỏ,3,4
Cần Bán Nhà Căn Góc 45m2x5T* 5 phòng. Ngô Quyền-La Khê Hà Đông.Sát KĐT Văn khê giá 4.95 ty, Hôm qua, 4.95 tỷ , 42 m2, Đường Ngô Quyền. Phường Quang Trung. Quận Hà Đông. Hà Nội,9287768,Cần bán,Nhà mặt tiền,---,---,Đông Nam,3m,Sổ hồng/ Sổ đỏ,5,5
Quảng AN Tây Hồ chỉ còn duy nhất nhà mặt phố này chưa tăng giá mà giảm giá 200m2 7 tầng, Hôm qua, 68 tỷ , 200 m2, x Đường Tây Hồ. Phường Quảng An. Quận Tây Hồ. Hà Nội,8162003,Cần bán,Nhà mặt tiền,8m,25m,Tây Bắc,8m,Sổ hồng/ Sổ đỏ,7,14
NHÀ ĐẸP - PHƯƠNG MAI - Ô TÔ ĐỖ CỬA 45M2 4 TẦNG - 6.8 TỶ., Hôm qua, 6.8 tỷ , 45 m2, Phố Phương Mai. Phường Phương Mai. Quận Đống Đa. Hà Nội,9790355,Cần bán,Nhà trong hẻm,4m,12m,Đông Bắc,5m,Sổ hồng/ Sổ đỏ,4,4
CHÍNH CHỦ BÁN NHÀ DUY TÂN. ĐƯỜNG RỘNG 25M. 2 MẶT Ô TÔ.105m2.5 TẦNG.CHỈ HƠN 20 tỷ., Hôm qua, 24 tỷ , 105 m2, Phố Duy Tân. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,9810073,Cần bán,Nhà trong hẻm,---,---,_,25m,---,5,4
Nhà phân lô Đền Lừ 6 tầng thang máy. nhà mới thiết kế đẹp. ô tô vỉa hè, Hôm qua, 12.8 tỷ , 66 m2, Đường Đền Lừ. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9814740,Cần bán,Nhà trong hẻm,4.5m,---,_,7m,Sổ hồng/ Sổ đỏ,6,5
Nhà Đẹp Nguyễn Văn Cừ 6 Tầng Thang Máy. 45m2. Mặt Tiền 4.2m. Ô Tô Vào Nhà. Nhỉnh 6 Tỷ., Hôm qua, 6 tỷ , 45 m2, Đường Nguyễn Văn Cừ. Phường Bồ Đề. Quận Long Biên. Hà Nội,9574936,Cần bán,Nhà trong hẻm,4.2m,10.8m,_,4m,Sổ hồng/ Sổ đỏ,6,5
Nhà 33m2*5T mới số 23/81 Hoà Bình 7 Minh Khai. Vị trí đẹp. nhà chất. SĐCC, Hôm qua, 3.49 tỷ , 33 m2, Số 23/81 Hoà Bình 7 Minh Khai Phố Bạch Mai. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,9526311,Cần bán,Nhà trong hẻm,3.9m,8.5m,_,2.8m,Sổ hồng/ Sổ đỏ,5,5
Nhà 33m2*5T mới đầu ngõ Hoà Bình 7 Minh Khai. 5p.4WC. Nhà chất. vị trí đẹp. SĐCC, Hôm qua, 3.48 tỷ , 33 m2, Ngõ Hoà Bình 7 phố Minh Khai Phố Minh Khai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9437538,Cần bán,Nhà trong hẻm,4m,8.5m,_,3m,Sổ hồng/ Sổ đỏ,5,5
Gia Đình Cần Bán Nhà Mặt Phố Lò Đúc. Kinh Doanh Đỉnh. 30m2. 4 Tầng. MT 4m. Nhỉnh 13.8 Tỷ., Hôm qua, 13.8 tỷ , 30 m2, Phố Lò Đúc. Phường Đống Mác. Quận Hai Bà Trưng. Hà Nội,9693773,Cần bán,Nhà mặt tiền,4m,7.5m,_,20m,Sổ hồng/ Sổ đỏ,4,3
Bán Nhà Mặt Phố Ngọc Lâm. Vỉa Hè Rộng. Kinh Doanh Đỉnh. 205m2. MT 6.5m2. Nhỉnh 38 Tỷ., Hôm qua, 38.5 tỷ , 205 m2, Đường Ngọc Lâm. Phường Ngọc Lâm. Quận Long Biên. Hà Nội,9540796,Cần bán,Nhà mặt tiền,6.8m,30m,_,20m,Sổ hồng/ Sổ đỏ,2,3
HIẾM!!!! Bán Nhà Mặt Phố Tôn Đức Thắng. Kinh Doanh Đỉnh. 110m2. MT 6.8m. Nhỉnh 30 Tỷ., Hôm qua, 30 tỷ , 110 m2, Phố Tôn Đức Thắng. Phường Văn Miếu. Quận Đống Đa. Hà Nội,9791579,Cần bán,Nhà mặt tiền,6.8m,16m,_,20m,Sổ hồng/ Sổ đỏ,3,4
Bán Tòa Nhà 7 Tầng Thang Máy Mặt Phố Xã Đàn. 145m2. MT 5.5m. Kinh Doanh Đỉnh. Nhỉnh 59 Tỷ., Hôm qua, 59 tỷ , 145 m2, Đường Xã Đàn 2. Phường Nam Đồng. Quận Đống Đa. Hà Nội,9798524,Cần bán,Nhà mặt tiền,5.5m,26m,_,40m,Sổ hồng/ Sổ đỏ,7,7
nhà mặt phố minh khai 7 tầng thang máy giá 10 tỷ, Hôm qua, 10.8 tỷ , 45 m2, Xxx Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,9814358,Cần bán,Nhà mặt tiền,4m,12m,_,4m,Sổ hồng/ Sổ đỏ,7,5
Cực chất. bán nhà 5 tầng phố An Hòa. Hà Đông.mới đẹp ở ngay giá chỉ nhỉnh 2 tỷ. lh:, Hôm qua, 2.4 tỷ , 40 m2, 1xx Đường Trần Phú. Phường Mộ Lao. Quận Hà Đông. Hà Nội,9767236,Cần bán,Nhà mặt tiền,3m,7m,Đông Nam,3m,Sổ hồng/ Sổ đỏ,5,4
Tôi cân bán Gấp   Đất   phố   TRẦN CUNG   33m2   giá 2.55 Tỷ    Mặt Ngõ Thẳng Rộng 3m, Hôm qua, 2.55 tỷ , 33 m2, Đường Trần Cung. Phường Cổ Nhuế 1. Quận Bắc Từ Liêm. Hà Nội,9814023,Cần bán,Nhà mặt tiền,---,9m,_,3m,---,1,1
Nhanh! Bán nhà Khâm Thiên Đông Đa 32m 4 tầng mới 2 tỷ, Hôm qua, 2 tỷ , 32 m2, Phố Khâm Thiên. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9636939,Cần bán,Nhà trong hẻm,---,---,_,2m,Sổ hồng/ Sổ đỏ,4,3
